[Q]6x6-14-10013 OfofoOfqffqfoofoqqOfoofOoffooofqoqff    3x1,2x7,1x9,-2x1
[Q]6x6-14-10979 QfffqOqqfOfofoOfOqofqofqqfofffqOooqf    3x1,2x6,1x9,-1x1
[Q]6x6-14-10984 qfooOQofqfqfqoffoOOfoffoqofOqfqfoOff    2x8,1x9,-1x1,-2x1
[Q]6x6-14-11033 QqofqOfofooffoOOffoqfooqffoofofoqffq    2x7,1x9,-2x1
[Q]6x6-14-11034 fOfOqofOqffOQfoofoqOfOfofqoOfqfofOqf    4x2,2x5,1x10,-2x1
[Q]6x6-14-11041 qfqffQfOqofOoffoqffoofOqqfOoOfqoqffo    5x1,3x1,2x7,1x10,-1x1,-2x1
[Q]6x6-14-11044 OffOfoffoofffofooqooOqfoOfoffqqofoqq    3x1,2x6,1x8,-1x1,-3x1
[Q]6x6-14-11075 fOfffQqOqfffofOofqOoqfoqqfoqfOOfqfoq    4x1,3x1,2x4,1x10,-3x1
[Q]6x6-14-11116 ffoqqqoqqfofOfoOqooffoffqOqfqffOffOO    4x1,3x1,2x7,1x8,-2x1
[Q]6x6-14-11156 OffoOqqOoqfooffoofOqffofofOOqqfffQfq    5x2,3x1,2x3,1x11,-1x1
[Q]6x6-14-11214 qfoOofqqofofffooqfOfOfOqfqofOfoffqqq    4x1,3x2,2x1,1x11,-4x1
[Q]6x6-14-11224 qoqofOqfofofqOqqfOqfofoqfQfoqfffofqf    2x7,1x8,-1x1
[Q]6x6-14-11266 fqfOfqOOoqqqfffoffoqqOqoffqfofqOOffO    4x1,3x2,2x4,1x7,-1x1,-3x1
[Q]6x6-14-11293 OffqqfqOfofqfooqofOffOfooqoqofoffQfq    6x1,4x1,2x4,1x10,-3x1
[Q]6x6-14-11314 qfoqfffqfoqooooffofOfoqOoqoffqffqofq    3x1,2x6,1x9,-1x1
[Q]6x6-14-11317 qfqfofqqQOoqffofoffoqfqoQQfOOfQfoqff    4x1,3x1,2x5,1x6,-1x1
[Q]6x6-14-11333 qoqfofofoOqffoofqoofqffOOqqfqqffqfOf    2x8,1x3,-2x1
[Q]6x6-14-11371 qffqoqffoOfqoffoqfofofoqQOoqOfqfqffO    3x1,2x7,1x7,-1x1
[Q]6x6-14-11372 OOfOooofoofffofOOfoqofofffoqoOfqfqfq    4x3,2x3,1x14,-1x1
[Q]6x6-14-11396 fqqfqfffOoqQqqOfffofQoqfqOfOfQqfofqQ    5x1,3x1,2x5,1x5,-1x1
[Q]6x6-14-11416 QOffoOfqfOqfOqofofqfOqfOofOfffqoOofq    5x1,4x2,3x3,2x3,1x9,-1x1,-2x1
[Q]6x6-14-11444 qqofqffOfoqffoOfqqffoofoOOffOOfQqofq    4x2,2x4,1x14,-1x1
[Q]6x6-14-11454 ffqOOffqffqfoOOfqOofQofoqoOfQofqfofq    2x7,1x11,-1x1
[Q]6x6-14-11480 OoOoqofqffqfffOfoqoffofOOfffoqqqOofq    6x1,2x4,1x9,-1x1,-2x1
[Q]6x6-14-11507 QOfqqqfffQfqffqfoooqOqfOfofOoqofofqf    2x7,1x9,-1x1,-2x1
[Q]6x6-14-11517 qfqfqfffoOOQfOfofOQOoffoqfofoOfoqqOf    6x1,3x1,2x5,1x11,-1x1
[Q]6x6-14-11520 qfqfffOfOfofqOfooofofOfofOoofoqqfoOq    6x1,2x3,1x12,-1x1,-3x1
[Q]6x6-14-11535 OfoOqffqfofqoofoqofOOfoffOfqqqQfoOff    2x7,1x9,-1x1
[Q]6x6-14-11538 OoofOfqfoofoOfofOfqfoqOoOofoffqfoOff    4x1,3x1,2x5,1x12,-2x1
[Q]6x6-14-11555 fqofqfqofofoOfqQoqooOfoffofooqfffqfq    2x10,1x7,-3x1
[Q]6x6-14-11560 OqOOfOoffoffffofOffOOoqqofqfofqoOofq    5x1,3x1,2x5,1x11,-2x1
[Q]6x6-14-11561 OOfofoqfofqfOqqOoqffofffOqOffoqffOOq    6x1,4x1,3x1,2x2,1x8,-1x1,-3x1,-5x1
[Q]6x6-14-11571 fqfofofoofqqqfqoqffOOfofOfoooqfOofof    2x7,1x12,-2x1
[Q]6x6-14-11588 OfofoOfoooffqofoooffqfOffqOoqoOqfffq    3x1,2x7,1x12,-3x1
[Q]6x6-14-11591 qqofoqfqfffOqqfofffqooqoOOffOfffooqq    5x1,4x1,3x1,2x3,1x10,-2x1
[Q]6x6-14-11602 qqooqOfOfffoqqofofoffOOqfofofqqqOfff    4x1,3x1,2x5,1x11,-1x1
[Q]6x6-14-11653 qOqfqfofoooqfOfofOoOqfofffoofOOofoff    4x1,3x1,2x6,1x13,-1x1
[Q]6x6-14-11695 OfOfqfqOfOOQfoffofOfoffOqqoooqfqfqfq    3x1,2x6,1x10
[Q]6x6-14-11701 OfqffOfOoffqofqooqqofofofoOoffoofofq    4x1,3x1,2x4,1x15,-1x1
[Q]6x6-14-11713 qqoqoffofofqqoOofoofofffqqqfOfqfOqff    3x1,2x6,1x9,-3x1
[Q]6x6-14-11779 OqqOqfofofoqffofOfqqfooofOfqffqqoqff    2x7,1x8,-1x1
[Q]6x6-14-11868 ofqOoqfOqfffqOfofoqfoooqofffOfqfoOOf    5x1,3x2,2x3,1x11,-5x1
[Q]6x6-14-11906 OfOOQfqffqfqOffOoqqOooffffofofoOqqfQ    7x1,3x1,2x3,1x10,-1x1
[Q]6x6-14-11931 oqffQffqqfoqofoofOqooffoOffqOfqoffqO    4x1,3x1,2x4,1x11,-2x1
[Q]6x6-14-11941 fOfqfqOofOqqofofofofoofofOOfqffOfoqq    4x1,3x1,2x4,1x14,-1x1,-2x1
[Q]6x6-14-11960 OfffOQqofoOffoofOqofOofoqqOfQqffqoff    3x1,2x7,1x13,-1x1,-2x1
[Q]6x6-14-11967 fqqfoOqfofqfofoooffofOfOOqoqofQffqfq    2x7,1x9,-2x1
[Q]6x6-14-11994 QfOqqqqoqffqOffoOOooqfofffoOfffofqfO    6x1,2x4,1x8,-1x1
[Q]6x6-14-12024 foqfqOqfoofqOooffoffofooffoOfofOfQqO    3x1,2x7,1x9,-1x1,-2x1
[Q]6x6-14-12071 ffqOoqfqofqfqofofoofqfooqqOOofffoffO    4x1,3x1,2x6,1x9,-1x1,-2x1
[Q]6x6-14-12105 OfOfqqqqfoOffOqfoqofOfofqffOfffooqoq    6x1,2x2,1x11,-1x1,-3x1
[Q]6x6-14-12109 qoOofqqfqfoqfOofOfOoffQqqfoOffOoOfff    6x1,2x5,1x8,-1x1
[Q]6x6-14-12121 qfoOofqqofffoffofofqoqOqQofofqfqoffq    3x1,2x6,1x8,-2x1
[Q]6x6-14-12169 fofoqfqoOqfOfofoOfofffooqqooofqfoffO    3x1,2x8,1x8,-1x1
[Q]6x6-14-12180 ofofofqOfoOqfOOfofqfqqOqQQfofofQffqf    3x1,2x6,1x8,-2x1
[Q]6x6-14-12183 OffoOfqOfOfOofqqqffOQfOqfOfqfqOfoofq    7x1,4x2,2x1,1x14,-1x1
[Q]6x6-14-12197 OoqfqqffOqfOfqqfooOfqqoffffOffOoqfoO    6x1,2x5,1x11,-1x1,-4x1
[Q]6x6-14-12239 foqffqffOOqofqofOfoqffOqfoOoOfqqfOfq    5x1,4x1,3x2,2x4,1x9,-3x1
[Q]6x6-14-12246 qoffqqOfoOOfqoffOqqfoffOqqooffqfqfof    4x1,3x1,2x5,1x9,-2x1
[Q]6x6-14-12250 ffoffqOOqOfofqfoOfofOfoqqfoqffqOofqq    4x2,2x7,1x7,-3x1
[Q]6x6-14-12263 ofofooofOOqfqofofOfffffoqQofofqfqOqq    4x1,3x1,2x4,1x10,-1x1,-3x1
[Q]6x6-14-12275 ffqoofOOofoqffooOffoffooqqofqfOfqofO    2x8,1x10,-2x1
[Q]6x6-14-12277 ffOffOOffOoqqOoOfooffooffqofqfOfqqOq    6x1,4x1,2x7,1x7,-2x1,-5x1
[Q]6x6-14-12280 QQfQOffqqOffOfofoOooOfOffqffqfqfoOqo    6x1,2x6,1x9,-2x1
[Q]6x6-14-12305 qoffqqOfofoffOoOoofqfofOOoffoqfqoffQ    4x1,3x1,2x4,1x12,-4x1
[Q]6x6-14-12325 fqfqfOqqoOqffoffqofooOfOffOffoOqfOqo    8x1,7x1,6x2,2x2,1x13,-2x1
[Q]6x6-14-12384 fffOffooofQqOfooofqoofoqqffoqffqofoO    2x8,1x8,-1x1
[Q]6x6-14-12388 qofofqOfOfqfoooOfOfqfoqOqfooffqfffqq    5x1,4x1,3x1,2x3,1x8,-1x1
[Q]6x6-14-12416 qfoOoofqffofOOOfOffqfoQQqfofqfofqfoq    4x1,3x1,2x5,1x9,-1x1,-2x1,-4x1
[Q]6x6-14-12431 QfqfqqfqoooffofOfofffofoqffqOqqOoqfq    3x1,2x6,1x8,-1x1,-3x1
[Q]6x6-14-12440 OfOooqfffofqfqfofqqooqoqoffOfqffoqqf    4x1,3x1,2x4,1x10,-2x2
[Q]6x6-14-12462 fOqqqqqffofoOfoqOffoofOqffoOqffOffoO    4x1,3x1,2x5,1x8,-1x1,-4x1
[Q]6x6-14-12491 qfqqqqqooffqOffofoooffofqffOoqqfofof    3x2,2x6,1x7,-2x1
[Q]6x6-14-12585 fqoOfqfffoqofofffoOoofooqfoOOffqqfqq    2x7,1x9,-1x1
[Q]6x6-14-12648 ffqfqfoqoOoqfofofOoofQoqfOqfffofofqq    3x2,2x5,1x10,-1x1
[Q]6x6-14-12666 ffoOfOoqffqffoooqoOOffOfffooqoqofQfo    5x1,3x1,2x5,1x11,-3x1
[Q]6x6-14-12758 QQOfqffofoOqffOqfoqoOfoqoffofqfqOffq    3x1,2x7,1x10,-1x1
[Q]6x6-14-12764 fqoffffofofOfqOoqfqfqfoqofooofqOofqq    4x1,3x1,2x6,1x4,-2x1
[Q]6x6-14-12769 fqffqOoOOOOffOfoffqoffOqqffqfOqqoqQf    4x1,3x1,2x4,1x7,-1x1,-2x1,-3x1
[Q]6x6-14-12781 qfqfffqOqofqqfofOfqoqofoofofOqoffofq    3x2,2x5,1x12,-1x1
[Q]6x6-14-12798 OfqffQOoqfqqffoqOfffofOqOfqoqfQOffOQ    3x2,2x6,1x7,-2x1
[Q]6x6-14-12806 fOffOQOqffOfoffooqqqoofofOffqfofoOqq    7x1,2x2,1x11,-1x1,-2x1
[Q]6x6-14-12834 fOfOfOqfooqfoofOfooffOfoOqOofOqfOffq    4x1,3x1,2x5,1x9,-1x1,-4x1
[Q]6x6-14-12855 qqofqqfOffOfoqoofoofoffOfOfOfqqqqQff    4x2,3x2,2x3,1x11,-1x1
[Q]6x6-14-12859 qfoOoOOOffoffqoOOfqOffqqfQofqfoffOof    4x1,3x1,2x5,1x11,-2x1
[Q]6x6-14-12871 OqoOOfofffofoffOqOqooffoofOffqffOoqq    6x1,4x1,3x1,2x2,1x13,-2x1
[Q]6x6-14-12895 ffooffoofOqqOfOffoofofoffOqoOqqqfOfo    6x1,2x3,1x15,-1x1
[Q]6x6-14-12902 qOoqoooffOffOfoooffooffqoqfoqOffQfqf    4x1,3x1,2x4,1x14,-4x1
[Q]6x6-14-12913 qQqffQfOfffQofoffqOffooqfoOOfoqqfqqq    4x1,3x1,2x5,1x5,-1x1
[Q]6x6-14-12944 qfqOqqffofoffOfqofqfoOfOoQfoofqfoqfo    4x1,3x1,2x5,1x9,-1x1,-2x1
[Q]6x6-14-12950 foqffOofoffoqoqoqOfofofOOOofffqfqOof    3x2,2x7,1x11,-1x1,-2x1
[Q]6x6-14-12956 fqqfOfqfOqfOqooffOfofoooqqOffqfqfoQf    6x1,3x1,2x4,1x11,-1x1
[Q]6x6-14-12961 ofOfQfoqffoqfoOofoqqfoOffqofqffqfoOo    3x1,2x7,1x9,-1x1
[Q]6x6-14-12998 OoOooOfoffqfOfffoOOoqffOqfqoffOffqOO    4x1,3x3,2x3,1x9,-1x1,-2x1
[Q]6x6-14-7100  fqOqOqqofofofOofofqoffoqfqoofofffOfq    3x2,2x5,1x11,-1x1,-2x1
[Q]6x6-14-7122  qoOooffffqfqqofoOffoOoffqofofffqoqqQ    7x1,2x4,1x8,-1x1,-2x1
[Q]6x6-14-7128  foffQqfoooOfqqfofoffOOfqOqfqfofqOfqO    6x1,4x1,2x1,1x14,-3x1
[Q]6x6-14-7164  fqfqffqoooOOofofqfoqofoOqffffqQffoOQ    2x8,1x7,-1x1
[Q]6x6-14-7172  OffOfOofofoofOfofOoqoffqffOfOfqqqoqO    5x1,4x1,3x1,2x2,1x13,-1x1
[Q]6x6-14-7175  ffqffqoofOqqOfQOfoffOfofqOfoOqOfoqfq    3x1,2x7,1x11,-2x1
[Q]6x6-14-7190  ffOfOQoffqqfqoOofffofoqqqfofofOoqfqq    3x2,2x6,1x6,-2x1
[Q]6x6-14-7220  fooffOqofOfqfOoofOffofofofqOqOqOqffQ    6x1,3x1,2x2,1x12,-2x2
[Q]6x6-14-7247  qOqOfffOfqOOofofffOooOfQqffooOOffofo    4x2,3x1,2x4,1x12,-1x1,-4x1
[Q]6x6-14-7252  qofofOOfOoqfooqfoooffoqfffoOfOqffqof    7x1,2x10,1x9,-1x1
[Q]6x6-14-7309  ffoOqfffofofqqOfqfoffooqqOoOfqqffQoq    4x1,3x1,2x4,1x8,-1x1
[Q]6x6-14-7315  qffQfOofoOqoqofOfoOfoqffqqqfqOfffOqf    4x2,3x1,2x4,1x9,-4x1
[Q]6x6-14-7336  fqofoqoqfofOfOOoOfofOffofOfOfOfqofqq    6x1,4x1,3x1,2x4,1x13,-1x1,-5x1
[Q]6x6-14-7339  OqqOoqofqfofoofffOfofOqqofoOfqffOffo    2x7,1x11,-2x1
[Q]6x6-14-7355  qfoqffoffoOOofOffqooqfooOffOffqooqOf    6x2,2x2,1x13,-5x1
[Q]6x6-14-7371  ofofoqofqofooqfqOqfoOfqfofooffqOofff    4x1,3x1,2x8,1x9,-1x1,-3x1
[Q]6x6-14-7407  qOfOfOfqOfqfoOfofOOfoOOfOfofOffqfoqq    6x2,5x1,2x6,1x11,-1x1,-3x1
[Q]6x6-14-7440  ffqffQOoqfqqffoqfOOffooqOqoofofofqof    2x7,1x8,-1x1
[Q]6x6-14-7454  fOffqOqOfoqffOOfqOoofofofoooffOffoqO    2x12,1x9,-1x1,-2x1
[Q]6x6-14-7505  qqoffQqfffoqOofqfOfqOoOfqqffOfqfofOq    5x1,3x2,2x3,1x9,-1x1,-3x1
[Q]6x6-14-7510  fOffqqooOfqfOffooqfooOfoqOfOqfOffqfo    6x2,2x2,1x14,-1x1,-3x1
[Q]6x6-14-7513  QqOOqqfOffOfOqfofoqfoOoqOffffOOqfffO    6x1,4x1,3x1,2x3,1x10,-1x1
[Q]6x6-14-7539  OfofoqqqqofofOfqOqfqoffoOffOoOffQffq    6x1,3x1,2x4,1x10,-2x1
[Q]6x6-14-7562  QffoqfqooofffOfofqOOfqoOfqofqfOfOoOf    4x1,3x1,2x6,1x11,-2x1
[Q]6x6-14-7582  OffoqfOqofofffoOqqqfofoffoooqfOfofoO    2x9,1x9,-1x1,-2x1
[Q]6x6-14-7585  OffqqqqfqfOffOqOfoqqfOfofOfooqqfOfQf    4x1,3x2,2x1,1x12,-1x1,-2x1
[Q]6x6-14-7606  OffqqqqfqfofooqOofOfOffQfofffOQoOfOQ    6x1,5x1,3x1,2x4,1x11,-1x1
[Q]6x6-14-7625  QqOqfofofoQfffofqqfqfOQfOOOfqqffqOfq    4x1,3x2,2x3,1x5,-2x2
[Q]6x6-14-7637  fofqqqffoqfqoffoOqofofofqOOOOffqffqO    4x2,2x3,1x10,-1x1
[Q]6x6-14-7687  fqOqffQfofQQfOfOqfqoooffofqfqOqfoOfQ    3x1,2x9,1x3,-1x1
[Q]6x6-14-7708  QffqqqofOfOffofoOoooofoffqfOfqfqoQQf    2x7,1x10,-1x1
[Q]6x6-14-7709  fqfofOOOOoofofOfoqfofoffoOOffqfqfooq    2x8,1x12,-1x1,-2x1
[Q]6x6-14-7717  qOfOOffOffoffofoqoqooqfoofofqfffoOqq    3x1,2x6,1x8,-1x1,-2x1
[Q]6x6-14-7738  qfffQfqQoffofOfofoqoofofofooqOqofofQ    2x7,1x8,-1x1
[Q]6x6-14-7743  OoOfOfofqqffOffOoffoofooqqfqfOffQqoq    5x1,3x1,2x4,1x8,-1x1
[Q]6x6-14-7768  ofqffQfoqfqfofoOqQOfofofoqOOOffofqfq    2x7,1x8,-1x1
[Q]6x6-14-7778  qOqOqqofofoffffofoffoqOQOqofffQfoofq    5x1,4x1,3x1,2x4,1x8,-1x1
[Q]6x6-14-7804  qofoqfofffqoOqoofOOfOfoffffoOqOqOfOf    4x2,2x5,1x11,-3x1
[Q]6x6-14-7806  qfooqfqOqfffofoqfOoffoofqofofffoOqoq    4x1,3x1,2x4,1x8,-1x1
[Q]6x6-14-7818  qfqfoOqqoOfffofqooooOOfoffoffofoqqff    5x1,3x1,2x3,1x13,-1x1
[Q]6x6-14-7834  OqOfqffqfoOoqfqfOfqoOfOffofoOfofOfOq    5x1,3x1,2x5,1x10,-3x1
[Q]6x6-14-7842  ffOOOffOfofOqOfOqoofqofffOOffqOqfqqq    4x1,3x2,2x1,1x9,-1x1
[Q]6x6-14-7847  qofooqfqOqfofofofofoofqqqofofffqOoff    4x2,2x4,1x10,-1x1,-3x1
[Q]6x6-14-7861  qfqqOfqoofQffOfofOoqofqoffooqfqoqfff    5x1,3x2,2x6,1x6,-2x1
[Q]6x6-14-7875  qqqqffffffOOofoofoqoqfoffOfoqoqqoqff    3x1,2x6,1x8,-1x1
[Q]6x6-14-7877  ffqfqqfooOfoqofqqOfooqfoffOfOqfqoffO    5x1,4x1,2x5,1x7,-4x1
[Q]6x6-14-7945  qqfofqfqOfQfofqofoqoOfOffofoOfqQQfOf    2x7,1x8,-1x1
[Q]6x6-14-7953  ffOfqfqffoOQoOOofoqffqqfOfqfOqfOqofq    5x1,3x1,2x5,1x12,-1x1
[Q]6x6-14-7964  fOOfqqfqfffqqOoofqofqfooofoffOffqooq    4x1,3x2,2x2,1x9,-1x1
[Q]6x6-14-7965  fqOfffoffqooofOofOfoqfooofofofqOoofO    6x1,2x4,1x14,-2x2
[Q]6x6-14-7976  fqoofOffofofqfoOqqfoofoffofoqofqOqfo    3x1,2x6,1x13,-1x1
[Q]6x6-14-8034  fooOqqffofofoffoofOooofOofqfffqofqqq    3x2,2x5,1x10,-1x1
[Q]6x6-14-8055  fqoOoffqffqOooffOfOfOfqqofffofqOooOq    2x8,1x8,-1x1
[Q]6x6-14-8071  OqoOoqfOfqffOffoofoqOOfqqffoqOfOffqf    4x2,3x1,2x5,1x8,-1x1,-2x1
[Q]6x6-14-8075  qffOoqOOoofqfofofqoqoOoqqfqfqfffffOf    4x1,3x1,2x5,1x9,-1x1
[Q]6x6-14-8083  qqqfofffqOfqoofqqoOfofofffOoofQOfOfO    3x1,2x6,1x10,-1x1
[Q]6x6-14-8094  qqfqqqfqooffQOfooffOofqOoofffffOOfqq    2x8,1x7,-1x1
[Q]6x6-14-8134  fooOfqfOfooqqOofofffOqOOffofqffQOoqf    6x1,3x1,2x3,1x13,-1x1
[Q]6x6-14-8136  qqfOQfffqOfofofofOfQofqqqfOOOfqqfqfq    2x8,1x10,-1x1
[Q]6x6-14-8156  qfqfOoqoOffqOffofOOfoqOffOffqqqqoffQ    6x1,2x4,1x8,-1x1
[Q]6x6-14-8174  ffqffqOofofqfqOoQfffofOQofOofqOofqqq    5x1,3x2,2x2,1x12,-1x1,-2x1
[Q]6x6-14-8192  qfoqfQqQfofOffooofofofOffoqoqOOOfOff    4x1,3x2,2x4,1x11,-1x1
[Q]6x6-14-8206  qqfOfofOofoOfofOfOooqoofOffffoqoffoq    5x1,3x1,2x5,1x13,-1x1,-2x1
[Q]6x6-14-8210  qqfOfqfOOfffqqffqoOfOoOffoqfooqOfOfo    6x1,3x3,2x5,1x11,-1x1,-2x1
[Q]6x6-14-8224  qfoOfqqffOoqfffofoOfOqoOOfoffqqofoOf    4x1,3x1,2x3,1x13,-1x1
[Q]6x6-14-8267  fqqofqofofqqfoooffOfOfoqfooffofqfOqO    5x1,3x2,2x2,1x8,-1x1,-5x1
[Q]6x6-14-8273  qqqqqqqfffqfqfooofqOOfqfoffQOOffOqff    6x1,3x1,2x3,1x8,-1x1
[Q]6x6-14-8317  fqqffOQfofoOqofofOOffoOfqofOfOfqofOq    6x1,4x1,2x3,1x9,-1x1
[Q]6x6-14-8327  fOqqqfqofOfqfOfooqqOoOfqfqfqqfOoffff    6x1,5x1,3x1,2x3,1x7,-2x1
[Q]6x6-14-8344  QffofQqoOqOqOfqfOfOfofOfffqoqOOfqfOf    6x1,5x1,3x2,2x1,1x9,-1x1,-4x1
[Q]6x6-14-8345  OqfffOffooofOoofofOfOQoofooffqqOfofq    2x7,1x14,-1x1
[Q]6x6-14-8393  fqfoffooOoOfOfoffoqofqoOfqoqfqqofqff    4x1,3x1,2x5,1x9,-1x1
[Q]6x6-14-8394  fOfOfffqooqOOofffOfQqOofofqfofqqfoqq    5x1,4x1,3x1,2x3,1x9,-2x1,-3x1
[Q]6x6-14-8404  qfqoofqOoffoofooOfoffffoqfOqqOOofOff    8x1,2x5,1x14,-5x1
[Q]6x6-14-8436  qffOfoqOOfqfoffoOqqofofqfqoofffofoOO    5x1,4x1,2x1,1x13,-1x1,-2x1
[Q]6x6-14-8453  ffqfffOoOOfqfofofoOoofofqffqqoqOoqfO    3x1,2x8,1x10,-1x1
[Q]6x6-14-8455  fOOfqfoofoqqfOfOfofOooqqfffofqqoqffq    4x1,3x3,2x1,1x11,-3x1
[Q]6x6-14-8466  QOOqfOfffoqffqofqoqofOfffofqfoOfOooq    5x1,3x2,2x2,1x11,-1x1,-4x1
[Q]6x6-14-8472  qqqoOQfOffOfofoffffOqoOqfOfofqqqqffq    6x1,5x1,4x1,2x4,1x9,-1x1
[Q]6x6-14-8485  ofqfOfqfOffoqqOofOfofooofofoffqOofQq    4x1,3x2,2x3,1x11,-1x1,-3x1
[Q]6x6-14-8498  qOoOfOqffoqfOoOoffofOfffqofOqfqfofqO    6x1,3x1,2x7,1x10,-4x1
[Q]6x6-14-8505  fqooQqofqffqfoofffOfOQOqfofqfoOfOfOq    4x1,3x2,2x4,1x8,-1x1,-3x1
[Q]6x6-14-8514  fqfofQfqOfOffqfofOqoqOOqofoffQqfoOof    7x1,2x3,1x10,-1x1
[Q]6x6-14-8535  fOoOqoOffofqqoffoffOOqfffqffOOqOoofq    4x1,3x1,2x3,1x13,-2x1
